Piece Title,Publisher/Library,Exclusive / Non Exclusive,Publishers Split,Writers Split,Master Owner,Genre,Description,Bpm,Key,Time Signature,Mode,Duration,Instruments,Keywords,Mood,Production Style,Sounds like,Overall Quality,Has TV Usage,Has Stock Music Sales,Usage: Syncs and Dates,Soundcloud Link,Data Complete,Notes,,,
Arierre,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension","A spooky, intense, and dark piece featuring string stabs and detuned cello.",83,Em,4/4,Aeolian,2:24,"Cello, Strings, Woodblock","Tell-Tale Heart, Evil, Murder, Robbery, Escape, Serial Killer","Scary, Intense, Evil, Brooding, Dark, ","Crime, Horror",?,2,,,-,https://soundcloud.com/nikokofficial/arierre/s-L1vO1z6aXsU?si=34e51c5084574350b8575c2dcd409105,checked,,,,
Trivium,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Dark and dramatic synth tension track,115,Cm,4/4,Aeolian,1:21,"Synth, Synth Pad, Synth Bass, Synth Plucks, Strings,","Temptation Island, build, buildup, tension, tense, breakup, fight, voting, judgement, judging, dark, forensic, forensics, ambient, ambiant, ambience, ambiance csi, crime scene, action, puzzle, clue, scifi, drama, mood, texture, deep, halloween, ","Dark, tense, tension, moody, suspenseful, builds, buildup, waiting, wait, reveal, eerie, spooky, moody, anxious, brooding, dramatic, intense, conflicted, judging, ominous, spooky,","Reality, romance, teen, unscripted, crime, elimination, game show, reveal, sci-fi",?,4,,,-,https://soundcloud.com/nikokofficial/trivium-2/s-OFscIHe9jO5?si=6150c43f91e84cafa61264ca84998d5b,checked,,,,
Quadrivium,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Dark and dramatic synth tension track,108,Fm,4/4,Aeolian,2:57,"Synth, Synth Pad, Synth Bass, Synth Plucks, Elec piano","Temptation Island, build, buildup, tension, tense, breakup, fight, voting, judgement, judging, dark, forensic, forensics, ambient, ambiant, ambience, ambiance csi, crime scene, action, puzzle, clue, scifi , run, running, escape","Dark, tense, tension, moody, suspenseful, builds, buildup, waiting, wait, reveal, eerie, spooky, moody, anxious, brooding, dramatic, intense, conflicted, judging, ominous, spooky, stormy,","Reality, romance, teen, unscripted, crime, elimination, game show, reveal, sci-fi",?,4,,,-,https://soundcloud.com/nikokofficial/quadrivium/s-n2sMZfnFWAG?si=596028abe3a04080956f0ab9fd072a78,checked,,,,
I Got a Parking Ticket my Life is Over,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Tension",Overly dramatic tension score,70,Gm,4/4,Aeolian,2:39,"Synth, Synth Bass, Strings, Synth Pluck, Drums, Percussion","Dark, Tension, Lurching, intense, drama, dramatic, intensity, Requiem, Dream","Herpy Derpy, Evil, Dark, Dramatic","Drama, Reality",?,1,,,-,https://soundcloud.com/nikokofficial/i-got-a-parking-ticket-my-life-is-overl/s-IWa77Z8tUEo?si=6194f221bcae427eb7535ffc04cfec75,checked,,,,
Snakes Spiral,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",An ostinato based string drama / tension track with electronic elements,133,Gm,4/4,Aeolian,4:34,"Strings, String Section, Synth Lead, Elec. Drums","Dark, dangerous, moody, tragedy, breakup, fight, drama, death, anxiety, anxious, intense, intensity, key moment, requiem for a dream, ","Dark, Fearful, Tragic, Tense, Melancholy, Angry, Sad, Intense, Omenous","Romance, Drama, Horror, Builds","Clint Mansell, Requiem for a Dream",4,,,-,https://soundcloud.com/nikokofficial/snakes-spiral/s-Xkr07FrGyDR?si=c136d3ca8f364b26b088d65d137cc488,checked,,,,
Prisoner of Love - Passion,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",A very sad and slow piano solo with a synth bass tension build at the end.,65,Gm,4/4,Aeolian,1:32,"Piano, Synth Bass","Drama, sad, breakup, lonely, depressed, temptation, expectation, suspense, fight, quarrel, lovers, love, introspective","sad, depressed, lonely, introspective, melancholy","drama, romance, romantic comedy, teen",?,3,,,-,https://soundcloud.com/nikokofficial/prisoner-of-love-passion-1/s-b5fE00GLLFV?si=31c06f3990634105a89ea3e9deec302e,checked,,,,
Prisoner of Love - Obsession,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore","A dramatic tension track featuring strings, percussion, and hang drum for a tropical vibe.",130,Gm,4/4,Aeolian,1:52,"Strings, Orchestra, Hang Drum, Percussion","Drama, Tension, Drums, Percussion, Breakup, fight, lovers, quarrel, suspense, lover, temptation, epic, hang drum, beach, island, tropical, summer, love","confident, energetic, driving, epic, exciting, tense, dark, dramatic","action, builds, romance, drama, teen",?,3,,,-,https://soundcloud.com/nikokofficial/prisoner-of-love-obsession-1/s-SPz3JlAtcfQ?si=be2c85461e524cff9b9d56fd3d802af1,checked,,,,
Ruminations,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Score, Underscore",Dark and melacholy piano-and-string underscore,55,Em,4/4,Aeolian,2:28,"Piano, Strings","rain, gloomy, depressing, anticipation, verdict, courtroom, underscore, crying, tears, orphan","gloomy, melancholy, depressing, dark, sad","drama, documentary, procedural",?,3,,,-,https://soundcloud.com/nikokofficial/ruminations-master-15/s-N65Roiyhx3F?si=a59ec536daf848c3a5de20343242811e,checked,,,,
Omen,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Underscore","Melancholic string underscore featuring a horn lead, with an uplifting ending",76,Dm,4/4,Aeolian,1:05,"Strings, orchestra, horn","Fanfare, melancholic, royal, royalty, king, queen, game of thrones, reality tv, medieval, castle, lord of the rings, uplifting, moody, mmo, rts, rpg, gamer, gaming, title, game show,","brooding, emotional, epic, dark, building, confident, dramatic, uplifting","animation, broadcast/news, drama, game show, medieval, video game",?,3,,,-,https://soundcloud.com/nikokofficial/omen/s-4WHDowZlj7J?si=7e5db3db85dd424db9e9b9c30da61a96,checked,,,,
Shanghai Lights,Atrium,Exclusive - Contact Atrium Music for licensing,Music from the Atrium 100%,"Nikolas Korolog, ASCAP 100%",Music from the Atrium,"Score, Upbeat",Upbeat and uplifting melodic hybrid score,110,F#,4/4,Aeolian,4:23,"Orchestra, Synth Bass, Horns, String","Uplifting, Euphoric, Happy","Dramatic, uplfiting, cheerful, heroic","Animation, Medieval",?,4,,,-,https://soundcloud.com/nikokofficial/shanghai-lights/s-avyFyU9Jxsa?si=bedae998b68441a5b4130c389f32cbaf,checked,,,,
Battle Ships,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Video Game, Orchestral",Melodic and adventurous heroic theme,75,D,Varies,Mixolydian,1:45,"Orchestra, Flute, Horns, Strings, Clarinet, Oboe","Adventure, adventurous, pirates, pokemon, action, comics, cartoons","Adventurous, exciting, anticipatory, ","video game, animation",?,3,,,-,https://soundcloud.com/nikokofficial/battle-ships-fixed-ending/s-iZM6GLNEg91?si=d7beb00933b94627adff6295b8ed6f11,checked,,,,
Adventure Begins,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Video Game, Orchestral","Industrious, ambitious, and exciting orchestral score.",150,D,Varies,Mixolydian,2:20,"Orchestra, Strings, Violin, Horn, Percussion, Bass Drum","Pokemon, Adventure, journey, traveling, excitement, digimon, anime, animation, cartoon, beginning, pokemon battle, video game, gamer, gaming, game boy, nintendo, battle, ship, sailing, gaming, acoustic, epic","adventurous, cheerful, confident, determined, epic, excited, fun, victorious","video game, comedy, home improvement, animation, children, fantasy, heroic, teen",?,3,,,-,https://soundcloud.com/nikokofficial/adventure-begins/s-rrMa8N3H7CG?si=d5bfb175874e45f8a2c25884cd157c2f,checked,,,,
Timeline Drift,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame","Synthy, sci-fi intro stinger with quarter-tone drift",143,Am,4/4,Aeolian,0:21,"Strings, synth, synth bass","sci-fi, science fiction, planet, space, aliens, introduction, intro, stinger, bumper, game, video game, videogame, gamey, gamer, space ship, ufo, flying saucer, jungle, volcano, eerie, weird, out of tune, detuned, quarter tone, time travel, dimension","dark, epic, ominous, suspenseful, tense, eerie, brooding, mysterious, ominous ","sci-fi, horror/thriller, video game",?,5,,,-,https://soundcloud.com/nikokofficial/timeline-drift-1/s-MQdCRYifjMt?si=3d0e2e701c634f88bf78e6b6b1567be0,checked,From Gearbox Software Pitch,,,
Satellite Fragger,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame","Synthy, explosive sci-fi intro stinger",155,Gm,4/4,Phrygian,0:24,"Synthesizer, orchestra, percussion, strings","Aliens, space, sci-fi, science fiction, phrygian, terror, stinger, intro, introduction, helicopter, dramatic, shock horror, supervillain, superhero, marvel, dc comics, comic, action, weapon, laser, attack, space ship, space craft, ufo, flying saucer, game, gaming, video game, spy, 007, james bond","aggressive, dark, epic, ominous, suspenseful, tense, strong","sci-fi, horror/thriller, video game, action",Marvel,5,,,-,https://soundcloud.com/nikokofficial/satellite-fragger/s-AxEBFt4bcFH?si=33b9273487ad41e5802877dc1674e395,checked,From Gearbox Software Pitch,,,
Bubble Universe,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Tropical alien sci-fi intro stinger,80,Eb,4/4,Aeolian,0:18,"Synth, Synth Bass, Hang Drum, ","Aliens, space, sci-fi, science fiction, phrygian, terror, stinger, intro, introduction, helicopter, dramatic, shock horror, supervillain, superhero, marvel, dc comics, comic, action, weapon, laser, attack, space ship, space craft, ufo, flying saucer, game, gaming, video game, spy, 007, james bond","tropical, alien, sci-fi, scifi, weird, planet, space ship, island, beach","sci-fi, horror/thriller, video game",?,5,,,-,https://soundcloud.com/nikokofficial/bubble-universe-1/s-0hqqTVEciXk?si=f523e1c70a144175aaf96161d2e49d10,checked,From Gearbox Software Pitch,,,
Heavy Waves,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Heavy and trudging dungeon crawler score,62,Gm,2/4,Phrygian,1:38,"Choir, Big Drums, Percussion, Synth Bass","Dungeon, Dark, Evil, Trudging, intense, heavy, chain gang, hard work, monsters, ","Dark, Epic, Ominous, anxious","Video Game, Heroic, crime, drama, elimination",?,4,,,-,https://soundcloud.com/nikokofficial/heavy-waves/s-4cRBRF6NqTM?si=33b9273487ad41e5802877dc1674e395,checked,,,,
Light Waves,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",Tense ambient underscore,201,Gm,4/4,Phrygian,3:18,"elec. drums, hi hat, synth, choir, chorus","Ambient, ambiant, Ambiance, ambience underscore, hip hop, hip hop ambiance, trap, trap music, horror, thriller, crime, criminal, drama, terror, creepy, scary, sci-fi, urban, tension","anxious, dark, dramatic, brooding, intense, ominous, tense, suspenseful, dangerous, eerie, creepy","crime, drama, elimination, video game",?,3,,,-,https://soundcloud.com/nikokofficial/light-waves/s-mNbkxjFvhyL?si=94c0246ffa054045b3c38d4a6403d412,checked,,,,
A Deep Dark Dirge,"Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,"Score, Videogame",A dark and heavy bass-melody,102,Gm,4/4,Aeolian,2:00,"Hi hat, choir, acoustic bass, cello","Ambient, ambiant, Ambiance, ambience underscore, hip hop, hip hop ambiance, trap, trap music, horror, thriller, crime, criminal, drama, terror, creepy, scary, sci-fi, urban, tension","Dark, Epic, Ominous, brooding, ","crime, drama, elimination, video game",?,4,,,-,https://soundcloud.com/nikokofficial/a-deep-dark-dirge-1/s-vfPtqxpsk9E?si=116b8a6ba82741a185669b934943be07,checked,,,,
Love you till the End of Me,Unpublished,Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 85% Eden Edell 15%,Nikolas Korolog,Singer-Songwriter,Dramatic romantic split tempo piano ballad,78,Bb,4/4,Ionian,4:26,"Piano, Female Vox, Strings, Elec. Drums, Drums, Strings, Synth Bass","Romantic, Love Song, Apology, Vulnerable, Drivers License, Ballad, Drama, Dramatic, Loving, ","Romantic, Loving, Sad, Melancholy","Feature Film, Main Title, Romace",?,5,,,-,https://soundcloud.com/nikokofficial/love-you-till-the-end-of-mea/s-BJH7aTQ6wG2?si=1711e6bda73c4b75acd2e95754e2068f,checked,,,,
Open Passage,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Synthesizer, Sound Effects",A gritty and windy sci-fi type ambiance,120,C,4/4,Ionian,3:16,"Synthesizer, Sound Effects","meditation, new age, drone, meditate, nature, documentary, erratic, organic, natural, busy, layered, fireflies, bugs, dust devil, storm, aliens, water, wet, leaking, dripping, ambient, ambiance  ","Dark, Chill, Omenous, Relaxed","Builds, Documentary, Sci-fi, ",?,4,,,-,https://soundcloud.com/nikokofficial/open-passage/s-LuVVxXxP1jR?si=2a8f8053619e473686c7db337ccae28b,checked,,,,
Hot Red,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Synthpop,A simple and spacy synth-pop build reminiscent of waking up on a summer morning and going on an adventure,120,Db,4/4,Ionian,2:54,"Synth, Elec. Drums, Percussion","Summer, Morning, Waking up, Sunrise, Ocean, Beach, Waves, Bunjee Jumping, Skydiving, Adventure, Arcade, Sepia","Chill, Adventurous, Cool, Exciting, Fun, Happy, Hopeful, Sweet, Upbeat, Young, Energetic","Builds, Romance, Teen, Romantic Comedy, Retro",?,2,,,-,https://soundcloud.com/nikokofficial/hot-red/s-HUo4G6FMw3S?si=9334167b213b4cfeaa60a85eecc5aea5,checked,,,,
Candy for my Mind,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Synthpop, Pop","A indie pop tune in the vein of the Postal Service or Owl City, featuring abstractly romantic lyrics",80,Bb,4/4,Ionian,4:56,"Synth, Synth Bass, Elec. Drums Female Vox, Male Vox","Owl City, Happy, Romance, First Kiss, Kiss, Indie, Sci-fi, Playing, Video game, Console, Playstation","Bouncy, Cool, Fun, Happy, Joyful, Light, Magical, Uplifting, Sweet, Playful","Teen, Romance, Drama, Sci-fi",Owl City,3,,,-,https://soundcloud.com/nikokofficial/candy-for-my-mind-1/s-yzkgoNcIPEf?si=b939573693e84a31a5b74389396e31f1,checked,,,,
Why Go,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Tropical House, Pop",An upbeat and cinematic tropical house tune featuring synth flute,110,Cm,4/4,Dorian,1:33,"Piano, Synth Bass, Synth, Synth Flute, Elec. Drums, Percussion","Tropical, Beach, Island, Temptation Island, Tropic, House, Upbeat, Dorian Mode, EDM, South Pacific, Kygo, Plucks, Paradise, Kava, Fiji, Vanuatu, club, relaxing, tanning, coconuts","Cheerful, Upbeat, Chill, Relaxed","Romance, Romantic Comedy, Drama, Commercial",Temptation Island,3,YES,,-,https://soundcloud.com/nikokofficial/why-go-2/s-5pKPw5ZHBOu?si=ebf2daa56314463890b4e009d5a3a756,checked,,,,
Get Jacked,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,"Tropical House, Pop",A cinematic / orchstral hip hop track featuring a trap beat with orchestral elements.,106,Cm,4/4,Aeolian,1:41,"Elec. Drums, Synth, Synth Bass, Percussion, ","Workout, hardcore, epic, tension, tense, rocky, boxing, wrestling, hero, heroic, waiting, anticipation, fight, competition, competitive, drama, time, ticking clock, edm, football, sports, superbowl, extreme sports, skydiving, x-games","Tense, Heroic, Confident, Dark, Driving, Energetic, Exciting, Suspenseful, Tense, Aggressive","Builds, Sports, Olympics, Reveal, Teen, Action",?,1,,,-,https://soundcloud.com/nikokofficial/get-jacked-1/s-rhNkM9bS7C4?si=9fa7cf489a9f453f8f2d544caf54f020,checked,,,,
Evenfall,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%","Nikolas Korolog, ASCAP 100%",Nikolas Korolog,Underscore,"A romantic and moody, string and piano driven orchestral score",105,Bm,4/4,Aeolian,1:44,"Orchestra, String Section, Violins, Horn, Piano, Harp","Loss, Tragedy, Breakup, Romance, Nostalgia, Cheating, Remember, Childhood, Remembering","Gloomy, Melancholy, Moody, Romantic, Dark, Mourning, Sad","Drama, Romance, Teen",An Indecent Proposal,3,,,-,https://soundcloud.com/nikokofficial/evenfalll/s-3i9hCbfwYNB?si=9fa7cf489a9f453f8f2d544caf54f020,checked,,,,
Zodiactivate,"Atrium, Pond5, Musicgrid",Non-Exclusive - Contact Niko for licensing,"Eek Anderson Media, ASCAP 100%",Nikolas Korolog 100%,Nikolas Korolog,Underscore,"Dark, suspenseful, schizophrenic drama underscore",110,Cm,4/4,Aeolian,2:59,"synth, strings, synth bass, sfx","crime, drama, tension, drone, dark, eerie, cinematic, trailer, movie, score, video game, dark, scary, intense, dramatic, moody, spiderman, batman, bat man, gotham, spiderman 2, superhero, marvel, dc comics, comics, waiting, wait, build, buildup","dramatic, dark, schizophrenic, eerie, epic, mysterious, suspenseful, ominous, anxious, driving,","sci-fi, animation, drama, crime, video game",Marvel,3,,,-,https://soundcloud.com/nikokofficial/zodiactivate-2/s-xmGd1Jx7OuH?si=403be898836c4f1e9a0f3afa86effa2f,checked,,,,
